URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/EndpointPayloadTypeCS,2.2.0,active,,EndpointPayloadTypeCS,Endpoint Payload Types Code System,"Endpoint Payload Types are constrained to NA (Not Applicable) as part of this IG",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/MtlsObjectCodeCS,2.2.0,active,,MtlsObjectCodeCS,mTLS Object Type Code,"Codes for the Signed Object Types",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/OrgTypeCS,2.2.0,active,,OrgTypeCS,Organization Type,"Categories of organizations based on criteria in provider directories.",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PDexAdjudicationDiscriminator,2.2.0,active,,PDexAdjudicationDiscriminator,PDex Adjudication Discriminator,"Used as the discriminator for the data elements in adjudication and item.adjudication",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PDexIdentifierType,2.2.0,active,,PDexIdentifierType,PDex Identifier Type,"Identifier Type codes that extend those defined in http://terminology.hl7.org/CodeSystem/v2-0203 to define the type of identifier payers and providers assign to claims and patients",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PDexPayerAdjudicationStatus,2.2.0,active,,PDexPayerAdjudicationStatus,PDex Payer Adjudication Status,"Describes the various status fields used when payers adjudicate a claim, such as whether the claim was adjudicated in or out of network, if the provider was contracted or non-contracted for the service",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PDexSupportingInfoTypeCS,2.2.0,active,,PDexSupportingInfoTypeCS,PDex Supporting Info Type,"Claim Information Category - Used as the discriminator for supportingInfo",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PdexMemberAttributionCS,2.2.0,active,,PdexMemberAttributionCS,PDex Provider Access API Attribution Code System,"Code set to identify group resources from a Member Attribution Process that is used by Provider Access API.",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PdexMultiMemberMatchResultCS,2.2.0,active,,PdexMultiMemberMatchResultCS,PDex Multi-Member Match Result Code System,"Code set to describe the results group from a multi-member Match operation",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/PriorAuthorizationValueCodes,2.2.0,active,,PriorAuthorizationValueCodes,Prior Authorization Values,"Codes used to define Prior Authorization categories",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/ProvenanceAgentRoleType,2.2.0,active,,ProvenanceAgentRoleType,Provenance Roles,"CodeSystem for types of role relating to the creation or communication of referenced resources",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/ProvenancePayerDataSource,2.2.0,active,,ProvenancePayerDataSource,Provenance Payer Data Source Format,"CodeSystem for source formats that identify what non-FHIR source was used to create FHIR record(s)",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/TrustFrameworkTypeCS,2.2.0,active,,TrustFrameworkTypeCS,Trust FrameworkType Code System,"Trust Framework Type",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/TrustProfileCS,2.2.0,active,,TrustProfileCS,Trust Profile Code System,"Trust Profile",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/opt-out-reason,2.2.0,active,,OptOutReasonCodeSystem,Opt-Out Reason,"Reasons for opting out of data sharing",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/opt-out-scope,2.2.0,active,,OptOutScopeCodeSystem,Opt-Out Scope,"The scope of a member's opt-out election",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/pdex-consent-api-purpose,2.2.0,active,,PDexConsentApiPurposeCS,PDex Consent API Purpose,"Codes identifying which CMS-mandated API a Consent resource applies to. Used as a category discriminator to allow systems to locate and distinguish Consent records for Provider Access, Payer-to-Payer, and Patient Access APIs for a given member.",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/pdex-member-characteristic-code,2.2.0,active,,PDexMemberCharacteristicCode,PDex Member Characteristic Code,"Codes for member characteristics in PDex groups",
http://hl7.org/fhir/us/davinci-pdex/CodeSystem/treatment-relationship-type,2.2.0,active,,TreatmentRelationshipTypeCodeSystem,Treatment Relationship Type,"Types of treatment relationships between members and providers",
